,Message,Favourite_Count,Retweet_Count,Created_At,user_name,followers
126,"Cam kalitesinde plastik bardak ve şişe çeşitleri uygun fiyatlarda, toptan ve perakende satışlarla ADAPAK Ambalaj'da… https://t.co/0VoJ72frFD",0,0,2019-08-25 15:00:49,Adapak Ambalaj KKTC,12
127,"Wenn das so stimmt, was spricht dann gegen die Abschaffung von #Plastiktüten für den Einzelhandel?
#Statista… https://t.co/cQnr71aGU6",0,0,2019-08-25 14:50:44,Thorsten Lieder,82
128,"RT @Be_funnytastic: 🚨Bitte Teilen möchte noch sehr lange hier auf dieser Erde leben Vielen Dank 🚨
Plastikmüll 😕 So versinkt die Welt im Pla…",0,5,2019-08-25 13:39:44,MasterWhy,156
129,Ersatz für #Plastik dank neuartigem #Bioplastik und #Nano-Katalysator? Forscher aus Griechenland haben ein neues Ve… https://t.co/HSoweGBt5P,1,0,2019-08-25 13:37:55,FührungskräfteChemie,2774
130,"Je mehr ich versuche, Plastik in Küche und Bad zu reduzieren, umso stärker fällt mir auf, dass meine Jungs im Kinde… https://t.co/60XRYokt52",25,0,2019-08-25 13:19:59,Baumfrau,178
131,"RT @R_Rheindorf: „Allgemein um sich greifenden Plastikbashing“ bezeichnet es ganz genau. #Plastik als Werkstoff ist nicht das Problem, sond…",0,2,2019-08-25 13:15:36,Manuel Christ,26
132,"RT @News_Kunststoff: Die Plastiktüte hat die bessere Klimabilanz v @Tagesspiegel https://t.co/9ITU01YmJJ

#ökobilanz #plastik #Plastikfrei…",0,2,2019-08-25 12:44:29,Hanno Bruemmer,303
133,"RT @Mika67020152: Zum #Beispiel #Feuerzeuge...warum gibt es immer noch so viele, nicht nachfüllbare, #Plastik|bomben? #Nachhaltigkeit #Klim…",0,17,2019-08-25 12:38:25,Helmut Baltrusch,9030
134,"RT @startnext: Ein unglaublicher Werkstoff: Birkenrinde! Eine ehemalige Starterin beweist, dass man damit #Plastik ablösen könnte. https://…",0,1,2019-08-25 12:35:22,Sabine Neumann,396
135,"Ein unglaublicher Werkstoff: Birkenrinde! Eine ehemalige Starterin beweist, dass man damit #Plastik ablösen könnte. https://t.co/l2LgBMtDVT",5,1,2019-08-25 12:29:00,Startnext,11128
136,"Ecobricks ke 51410 di dunia yang dibuat dan terdaftar di Global Ecobrick Alliance, mengurangi sedikitnya 242gr polu… https://t.co/gYUtfXTrPy",7,2,2019-08-25 12:21:52,Muhamad Anas,465
137,"Wenn Plaste bei der CO²-Bilanz besser abschneidet als andere Alternativen, warum behalten wir unseren Plastemüll ni… https://t.co/aHghALRq7Y",2,0,2019-08-25 11:33:52,SportSchütze,94
138,"RT @VQuaschning: Irre: #Plastik wahrscheinlich auch schon in der Atemluft. Was das für den Organismus bedeutet, weiß keiner. Der Gesetzgebe…",0,399,2019-08-25 10:41:51,zylvia auerbach,1604
139,"RT @R_Rheindorf: „Allgemein um sich greifenden Plastikbashing“ bezeichnet es ganz genau. #Plastik als Werkstoff ist nicht das Problem, sond…",0,2,2019-08-25 10:40:04,Ansgar Schonlau,36
140,"%100 Geri dönüştürülebilir ayakkabı üretildi!
100% Recyclable running trainer created!

https://t.co/B0TyvXKCbh… https://t.co/BdrjezfEZA",2,0,2019-08-25 10:39:47,turkish plastics magazine,68
141,"RT @LaTravelle: Plastikmüll in Malaysia

""114 container JEDEN TAG!""

https://t.co/dzhVyU1wWB
#Plastik #Müll #Umwelt",0,3,2019-08-25 10:35:10,Yvonne ☮️,260
142,„Allgemein um sich greifenden Plastikbashing“ bezeichnet es ganz genau. #Plastik als Werkstoff ist nicht das Proble… https://t.co/WIEQHjLXej,1,2,2019-08-25 10:11:50,Randy Rheindorf,585
143,Er fan af @regeringDK's udspil om øgede afgifter på #plastikposer og engangsservice + forbud mod gratis #bæreposer… https://t.co/Jd0cM4yoDc,0,0,2019-08-25 10:10:07,Julian Christensen,694
144,"Credit to from ge.bat (get_regrann)  -  . 25/08/19

Pengenalan pengelolaan #plastik menjadi #ecobrick pada kegiatan… https://t.co/bsfyave8rf",0,0,2019-08-25 09:26:10,prasetiyo widhi,996
145,"@MFVMin @LeaWermelin @regeringDK @Miljostyrelsen YES #waronplastic 👍🏼

Men det der fylder mest i min husholdning, e… https://t.co/evPVH0V4Or",0,0,2019-08-25 09:21:09,Steen Bech-Møller🇩🇰,1222
146,Mehr als die Hälfte der Erde ist mit #Plastik bedeckt 😕😰? https://t.co/HxLFnf53G5,2,0,2019-08-25 08:29:40,Karsten [Podkarsten @pixelpommes.de],84
147,"📌 Çatınıza kurulacak solar enerji sistemiyle şebekenin aylık mahsuplaşması fırsatlar sunuyor.
➡️Ayrıntılı bilgi ve… https://t.co/GSqE7r4a8s",8,0,2019-08-25 07:38:57,Solart Enerji,299
148,"Sedang berada di kapal penyebrangan Sabang Banda Aceh, miris melihat sampah plastik dan botol minuman bekas terlemp… https://t.co/LqkGzh2COu",0,0,2019-08-25 07:03:44,Gowes Nusantara,3
149,"Jasa Cetak #Clipbag, #Goodybag, #Totebag, #Plastik Promosi dll https://t.co/J5TAwejhLw #jakarta #promosi #indonesia #sablon #konveksi #jasa",0,0,2019-08-25 04:00:38,TRACELINE APPAREL,7634
150,"Jasa Cetak #Clipbag, #Goodybag, #Totebag, #Plastik Promosi dll https://t.co/J5TAwejhLw #jakarta RETWEET ya ya :) postingiklan",0,0,2019-08-25 01:00:40,TRACELINE APPAREL,7634
151,"RT @Clauduella_ella: Hi Twitter, ich war vorhin im #dm und war total angewidert. Alles #Plastik, Plastik, Plastik, und nur zum #Wegschmeiße…",0,2,2019-08-25 00:30:35,Marcus Reimann,105
152,"Kita semua pasti punya motto ""ingin mengubah dunia menjadi lebih baik"" but why hasn't this world changed for the be… https://t.co/Z6l3S5znPQ",1,0,2019-08-25 00:14:23,Alisya Nurmei,2
153,"RT @Brigittemko: #Umwelt #Müll #Plastik #Meer
Eine Aktion, bei der jeder mitmachen kann. In vielen Orten entlang des Rheines werden Müllsam…",0,4,2019-08-24 21:52:02,Liane,1874
154,RT @copunesahipcik: Atıkcanlı Suco mataralar satışta! Bizi destekleyen ve tek kullanımlık ürünlerin azalmasına katkı sağlayan @SuCoholic 'e…,0,2,2019-08-24 21:18:06,TampeL,181
155,"RT @MSteilemann: Ein ausgewogener Artikel, der die #Nachhaltigkeit von #Plastik jenseits von Symbolpolitik und Ideologie in der Praxis besc…",0,2,2019-08-24 20:56:16,Gunter Falk,178
156,RT @Umwelthilfe: Hunderte #Einweg-#Plastik|verpackungen haben wir für unsere #Aktion gegen den #Verpackungswahnsinn sammeln können. Bis zum…,0,3,2019-08-24 20:47:15,AG Umwelt und Klimaschutz,60
157,"Hi Twitter, ich war vorhin im #dm und war total angewidert. Alles #Plastik, Plastik, Plastik, und nur zum… https://t.co/fkIhu7G7WE",6,2,2019-08-24 20:37:42,Clauduella,169
158,"RT @MSteilemann: Ein ausgewogener Artikel, der die #Nachhaltigkeit von #Plastik jenseits von Symbolpolitik und Ideologie in der Praxis besc…",0,2,2019-08-24 18:30:30,Martin Engelmann,232
159,"Jeder redet aktuell über #Plastik und heute im #Rewe festgestellt, das die Verpackung von Karton auf Plastik umgest… https://t.co/tsZjIeczd4",0,0,2019-08-24 17:55:50,Peter,2
160,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-24 17:28:20,(((david j k))),5726
161,Gerade wollte mir der freundliche Herr der @DB_Bahn ein Weißbier in einen Plastikbecher einschenken. Stillos und in… https://t.co/1GkmHkGSfV,7,0,2019-08-24 17:23:42,Norbert Schäffer,447
162,Viel #Plastik :( aber ohne #Palmöl :) https://t.co/TQ8yR7pmzs,0,0,2019-08-24 17:19:24,WHYM,0
163,@theonlyxchyrha #plastik,0,0,2019-08-24 16:37:55,Third,220
164,"Und sie mahnen Politiker zum Handeln. 
Und klar, es gibt Verbraucher und Politiker, die etwas ändern wollen. Aber e… https://t.co/8lWnPkwIhl",0,0,2019-08-24 15:08:28,Ubru,590
165,@_biancsmd mwa mwa 😘 #plastik,1,0,2019-08-24 14:50:33,melodie not melody,240
166,"RT @Be_funnytastic: 🚨Bitte Teilen möchte noch sehr lange hier auf dieser Erde leben Vielen Dank 🚨
Plastikmüll 😕 So versinkt die Welt im Pla…",0,5,2019-08-24 14:25:44,"zwitschert, seid nicht still !",267
167,"Sepakbola menjadi barang yg mahal
Sablon di aini aje
rayakreasi
085729757310
Alamat kalisat sikumpul rt03/01 kalibe… https://t.co/4HuezK7ktD",0,0,2019-08-24 14:10:06,Belum Ada Judul,98
168,Ende mit Essen in #Plastik - Wir haben fürs Take-Away auf die Genuss² Food-Box umgestellt. Kuchen oder nicht aufgeg… https://t.co/GeRl644lKI,1,0,2019-08-24 14:07:38,Restaurant Die Waid,15601
169,"Ein ausgewogener Artikel, der die #Nachhaltigkeit von #Plastik jenseits von Symbolpolitik und Ideologie in der Prax… https://t.co/x3eCh3Dtvg",14,2,2019-08-24 13:53:29,Markus Steilemann,1599
170,"Die gemeinnützige Initiative Recycled Park #Rotterdam legt Beete an, die #Plastik aus der #Maas filtern. Das wird d… https://t.co/OIKPzxpwc5",1,0,2019-08-24 13:33:57,Franz 🇪🇺🎸✌,206
171,RT @badesab_p: #Plastik https://t.co/T89lyVd5SV,0,1,2019-08-24 12:57:03,Harshith M,395
172,"RT @Brigittemko: #Umwelt #Müll #Plastik #Meer
Eine Aktion, bei der jeder mitmachen kann. In vielen Orten entlang des Rheines werden Müllsam…",0,4,2019-08-24 12:05:46,C.Niersmann🇪🇺🇩🇪⭕️,681
173,"Fırın  pişirme kağıdı çeşitleri uygun fiyatlarda, toptan ve perakende satışlarla ADAPAK Ambalaj'da... İLETİŞİM: 054… https://t.co/MQocv59dXD",0,0,2019-08-24 12:01:45,Adapak Ambalaj KKTC,12
174,RT @copunesahipcik: Atıkcanlı Suco mataralar satışta! Bizi destekleyen ve tek kullanımlık ürünlerin azalmasına katkı sağlayan @SuCoholic 'e…,0,2,2019-08-24 11:56:41,Utkucan Çebiş,332
175,"Paradox statt #plasticfree :
grüner Tee in #Plastik -Umhüllung.
@TimmermansEU -Kampagne hat einige Hoteliers noch n… https://t.co/JIjb40ubTq",0,0,2019-08-24 11:45:55,Ralph Sina,1330
176,Beliebte #Baby-Seekuh starb in Thailand mit #Plastik im Bauch - Weltchronik - https://t.co/9ueW8dooEz › Panorama - https://t.co/kdsNEssbkb,0,0,2019-08-24 11:34:23,R0ux,204
177,"@MBrasich @HalleVerkehrt @NaumLea @ronald_fein @Liane13 Es gab keine Vorwürfe, hab auf leere Worthülsen mit… https://t.co/sM8I4fEBQP",0,0,2019-08-24 11:31:24,Human perspective🔻🏳️‍🌈 Ⓥ ☮️ 🏞️,239
178,"Melatih mata setengah tua.. Rakit robot robotan.
On Frame, GH-001 Grimoire HG 1/144 straight built #gunpla… https://t.co/AWhUScPfaa",0,0,2019-08-24 11:28:41,Pakdhe Yo,305
179,Atıkcanlı Suco mataralar satışta! Bizi destekleyen ve tek kullanımlık ürünlerin azalmasına katkı sağlayan… https://t.co/S4fm9zCWOU,7,2,2019-08-24 11:20:05,ÇöpüneSahipÇık Vakfı,1845
180,"Außerdem trinken die Kommissare ihren Kaffee auffallend oft aus #Wegwerfbechern  sogar, wenn sie in ihrem Büro sind… https://t.co/dOYjKMkcgl",0,0,2019-08-24 11:16:49,Jotka Kaiser,132
181,RT @Umwelthilfe: Hunderte #Einweg-#Plastik|verpackungen haben wir für unsere #Aktion gegen den #Verpackungswahnsinn sammeln können. Bis zum…,0,3,2019-08-24 11:10:54,Fachschaftsvertretung Mathematik/Informatik Mainz,84
182,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 10:57:21,Totallaser@yahoo.com,64
183,"RT @Be_funnytastic: 🚨Bitte Teilen möchte noch sehr lange hier auf dieser Erde leben Vielen Dank 🚨
Plastikmüll 😕 So… https://t.co/wWOwgq8zBa",1,0,2019-08-24 10:54:40,🥇SEO BOSS📣🚀🆗📶,5651
184,"İnternet sitemizi ziyaret etmek için ; https://t.co/VbxCcIq6L0
.
.
.
#sadikplastikas #plastik #plastic #hammadde… https://t.co/Tvw09W3xl0",0,0,2019-08-24 10:51:44,Sadık Plastik,3
185,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-24 10:41:09,Anne Lisa,1
186,"#Umwelt #Müll #Plastik #Meer
Eine Aktion, bei der jeder mitmachen kann. In vielen Orten entlang des Rheines werden… https://t.co/TFb7yq4uJH",5,4,2019-08-24 10:38:08,Brigittemk,324
187,"🚨Bitte Teilen möchte noch sehr lange hier auf dieser Erde leben Vielen Dank 🚨
Plastikmüll 😕 So versinkt die Welt im… https://t.co/gFiETtnv4f",7,5,2019-08-24 10:35:18,Be_funnytastic,565
188,"Plastiğin kutsal kasesi bulundu.

The 'Holy Grail' of plastic was found

https://t.co/B0TyvXKCbh

#plastik… https://t.co/q2V3oeyLWQ",2,1,2019-08-24 10:26:51,turkish plastics magazine,68
189,@HalleVerkehrt @NaumLea @MBrasich @ronald_fein @Liane13 Es ist zu schwer auf #Einweg-#Plastikflaschen zu verzichten… https://t.co/IZrw9lef0E,0,0,2019-08-24 10:24:20,Human perspective🔻🏳️‍🌈 Ⓥ ☮️ 🏞️,239
190,"Hayvan severler özel bir insan türüdür; ruhu cömert, empati dolu, belki biraz duygusallığa meyilli ve en az bulutsu… https://t.co/7HUxjxtAvy",2,0,2019-08-24 10:19:01,Sıcak Bir Yuva,1189
191,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 10:12:35,khalilah ishak,420
192,"RT @plastik_umwelt: Die Bewerbungsfrist für die #PhD-#WinterSchool des @BMBF_Bund-Forschungsschwerpunkts ""#Plastik in der Umwelt"" ist bis 🔜…",0,2,2019-08-24 09:56:06,Rheines Wasser,450
193,"@sndnqpyo once they stop talking about you, they start talking about YOU!! #PLASTIK #PUTANGINA #FAKEFRIENDS #YUCK",0,0,2019-08-24 09:39:05,sia,3
194,RT @KfW: Von der Wegwerfgesellschaft zur #Kreislaufwirtschaft. Wie eine biologisch abbaubare Holzfolie Verpackungen aus #Plastik ersetzt -…,0,128,2019-08-24 09:29:11,Julia☆,229
195,"Hvordan kan #Vestforbrændingen postulere, at 75% af alt indsamlet #plastik genbruges, nå der faktuelt viser sig at… https://t.co/c4Lmcrb5sc",1,0,2019-08-24 09:25:21,Hans Jørgen Kølle,5
196,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 09:00:41,Kacak Pacak,6014
197,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 08:19:29,IRWAN,43920
198,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 08:11:55,Amazing 🌈,76
199,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 08:08:27,Ź,808
200,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 08:05:12,tt,652
201,"Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan b… https://t.co/hDoj9YmljP",0,0,2019-08-24 08:03:22,Azam Q ™,159
202,"RT @SinarOnline: Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan beberapa…",0,9,2019-08-24 08:03:19,👨🏾‍🦲 + 🐯,4277
203,"Plastik sekali guna diharamkan di rantau Everest 

Larangan terbaharu di bandar pedalaman Khumbu Pasang Lhamu dan b… https://t.co/ezJ5H0Cmqo",11,9,2019-08-24 08:00:58,Sinar Harian,410844
204,"RT @OSG_PARZIVAL: #plastik im Trinkwasser, Plastik in der Luft, #AmazonFires  kappt Sauerstoff, Hass auf @GretaThunberg, Trump will Grönlan…",0,1,2019-08-24 07:54:22,DerUwe,956
205,"#plastik im Trinkwasser, Plastik in der Luft, #AmazonFires  kappt Sauerstoff, Hass auf @GretaThunberg, Trump will G… https://t.co/ntH57BtwZ9",6,1,2019-08-24 07:47:22,Ralf Simon,53
206,"RT @News_Kunststoff: Die Plastiktüte hat die bessere Klimabilanz v @Tagesspiegel https://t.co/9ITU01YmJJ

#ökobilanz #plastik #Plastikfrei…",0,2,2019-08-24 07:31:28,recyclingnews,189
207,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-24 07:28:14,Elisabeth Müller,355
208,Hunderte #Einweg-#Plastik|verpackungen haben wir für unsere #Aktion gegen den #Verpackungswahnsinn sammeln können.… https://t.co/OfMRtBNRqG,11,3,2019-08-24 07:04:00,Deutsche Umwelthilfe,49118
209,Heute sind wir mit einem Infostand auf dem #Sonnenmarkt der Lokalen Agenda. Wir haben unser #Glücksrad dabei! Kommt… https://t.co/NmXgfkhNX6,6,0,2019-08-24 06:32:47,BUND Mainz,398
210,"Die Plastiktüte hat die bessere Klimabilanz v @Tagesspiegel https://t.co/9ITU01YmJJ

#ökobilanz #plastik… https://t.co/kGl1GHgfFl",4,2,2019-08-24 06:30:00,Newsroom.Kunststoffverpackungen,394
211,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-24 05:20:28,Gert,109
212,#Plastik https://t.co/T89lyVd5SV,4,1,2019-08-24 04:24:09,Badesab.P,321
213,"Jasa Cetak #Clipbag, #Goodybag, #Totebag, #Plastik Promosi dll https://t.co/J5TAwejhLw #jakarta #promosi #indonesia #sablon #konveksi #jasa",0,0,2019-08-24 04:00:38,TRACELINE APPAREL,7634
214,"Wieso kein Papiertütenverbot?: Die #Plastiktüte hat die bessere Klimabilanz.

Antwort: Weil nicht sein kann, was ni… https://t.co/byBIV35qmd",0,0,2019-08-24 03:34:12,Winston Smith,387
215,"Manus award enters its ninth phase for plastic plain bearing applications
Read More And Get Information… https://t.co/Jd7UcAn1Tp",0,0,2019-08-24 03:22:47,Machine Maker,208
216,"Jasa Cetak #Clipbag, #Goodybag, #Totebag, #Plastik Promosi dll https://t.co/J5TAwejhLw #jakarta RETWEET ya ya :) infoBanjarmasin",0,0,2019-08-24 01:00:39,TRACELINE APPAREL,7634
217,"Das nenne ich mal #umweltfreundlich.
Essen in #Plastik einschweißen u kochen. #Aldi #fridayforfuture https://t.co/Hf6W8lxvSa",0,0,2019-08-23 20:43:34,(((VUru)))🏳️‍🌈🇪🇺,132
218,"@Tagesspiegel Das mit der Klimabilanz mag schon so sein, aber sagt das mal den Tieren mit Plastik - auch Plastiktüt… https://t.co/MFoQ0pMzlN",4,0,2019-08-23 20:08:41,Dietmar Franzenburg,210
219,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 19:49:45,Chrissy,263
220,"@NaumLea @MBrasich @HalleVerkehrt @ronald_fein @Liane13 Eine große Wirkung gäb es, wenn Menschen im Supermarkt u. D… https://t.co/2qrTMLrJkS",1,0,2019-08-23 19:27:52,Human perspective🔻🏳️‍🌈 Ⓥ ☮️ 🏞️,239
221,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 18:41:32,Tobias Schmitt,86
222,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 18:38:35,🌺 Marisa 🌺,3379
223,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 18:36:40,yourhighness420,13
224,"KARGA İNSANLIĞI UTANDIRDI !!!
Sokakta Bulduğu Plastik Şişeyi Geri Dönüşüm Kutusuna Atan Karga Görenleri Hayrete Düş… https://t.co/YbVU469QID",2,0,2019-08-23 17:50:41,Acayip Haber,131
225,Av. Først har man ikke styr på kontrakter og udbud. Nu fifler man med genanvendelses %  på plastik. Fuld offentligh… https://t.co/h3x6e2N42C,3,0,2019-08-23 17:31:49,MetteAnnelie,1590
226,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 17:27:29,RNT ☮🏳️‍🌈🇪🇺,890
227,"RT @Slimb_real: Them Plastik und Öl.

Warum redet eigentlich keiner über Kosmetik? 

#Klimaschutz #Plastik #Mikroplastik",0,1,2019-08-23 17:01:53,Anna,15
228,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 16:44:03,Adem Özcan,5
229,Immer diese #Packungen aus #Pappe mit #Sichtfenster aus #Plastik. In welchen #Mülleimer soll die #Verpackung kommen… https://t.co/gpvbYUqyKU,0,0,2019-08-23 16:34:47,Möhre,4
230,"RT @detloff_kim: Sehenswerte @ndr Reportage u.a. mit @NABU_de #fishingforlitter über #Plastik im #Meer, Forderungen an Politik und Industri…",0,5,2019-08-23 16:08:08,NABU Biodiversität,2915
231,"RT @plastik_umwelt: Die Bewerbungsfrist für die #PhD-#WinterSchool des @BMBF_Bund-Forschungsschwerpunkts ""#Plastik in der Umwelt"" ist bis 🔜…",0,2,2019-08-23 16:04:38,Marius Hasenheit,2193
232,https://t.co/waUQDltYI7 #cactus #kaktus #plastic #plastik,0,0,2019-08-23 15:48:28,toodia.my,259
233,@dw_deutsch Ist ja auch kein #Plastik.,2,0,2019-08-23 15:45:21,"Rick, Hamburg",1327
234,"#ULan NayLon Dünyanın #PLastik İnsanLarı
Facebook'ta Agır Abé ModLarı
#SoKaKTa Pardon Aßé AyaKLarı
DéWam Edin… https://t.co/QkSkwzoNN9",0,0,2019-08-23 15:00:22,İsmail Günsay,1677
235,"@SAARTEXT @kulturzeit Ach Ottmar, der sich immer an die grossen namen dranhängt, diese in schlechtem #plastik-guss… https://t.co/zURrpCfixA",0,0,2019-08-23 14:55:04,Karsten Neumann,45
236,"#Müll #Plastik #Abfall #Umweltschutz #Natur #Freizeitspaß #Gedankenlosigkeit

Ergebnis meiner Sammelei am 2. Tag. A… https://t.co/mBXhh3QPFD",0,0,2019-08-23 14:48:14,Muell_to_go,0
237,"#Müll #Müll-to-go #wassolldas #Abfall #Plastik #Umwelt #Umweltschutz #machenstattmeckern

Ergebnis meiner ersten Sa… https://t.co/AGvoimtsjH",0,0,2019-08-23 14:46:05,Muell_to_go,0
238,"#Müll #einfachweggeworfen #Straßenrand #Umwelt #Plastik #Naturschutz

Aus dem Autofenster entsorgt. Fallengelassen.… https://t.co/522LwbEErk",0,0,2019-08-23 14:43:58,Muell_to_go,0
239,"#Müll #Naturschutz #Plastik #einfachweggeworfen #Umwelt #biszuhausewarzuweit #auchindeinernähe 

Müll. Er liegt übe… https://t.co/FhxKnvDuBf",0,0,2019-08-23 14:42:12,Muell_to_go,0
240,Lehrreich und erschreckend - und definitiv sehenswert! Nicht nur für #Taucher! #AlleFuersKlima #DiversforFuture… https://t.co/4wFomBvraF,1,0,2019-08-23 14:30:52,Taucherglocke,173
241,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 14:30:34,GlitzernderMond,20
242,Sosyal medyada gündem olan videoda karga boş #plastik şişeyi #geridönüşüm kutusuna atıyor ve dünyayı biraz daha düz… https://t.co/8i2ef65Mio,0,0,2019-08-23 14:29:42,Erkan Indibay,624
243,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 14:29:24,Nicht wichtig,779
244,"RT @Liane13: #Gletscher in #Island und der #Schweiz sind tot. #Arktis und #Amazonas brennen. #Meere voller #Plastik, Atemluft voller Dreck.…",0,341,2019-08-23 14:23:39,mehmet turan,153
245,RT @S_Schwarzkopf: Nachtrag zum #Plastik: Es tut sich sehr langsam was im Wegwerfparadies USA. DC: Plastikstrohhalme in Restaurants verbote…,0,5,2019-08-23 14:22:36,N24 Doku,427
246,"may mga tao tlga nsa loob ang kulo! 
#Plastik #gigilmuch",0,0,2019-08-23 14:09:40,camella villamero,15
247,yung feeling na kanina kabang-kaba yung mga kaibigan ko dahil baka pagalitan ako ni papa tas biglang walang pake ng… https://t.co/s76TVLnSJs,2,0,2019-08-23 13:59:30,tríx,281
248,Euer Ernst @BurgerKing Mitarbeiter füllt eine #Plastik Wasserflasche in einen Pappbecher mit #Plastikdeckel um und… https://t.co/jaikxvgFl5,0,0,2019-08-23 13:57:21,Matthias,13
249,"RT @BMBF_Bund: #Plastik in der #Umwelt ist ein globales Problem. Die #Bundesregierung will den #Müll reduzieren und erreichen, dass Plastik…",0,1,2019-08-23 13:36:18,Laura Weitze,26
